時間,開盤價,最高價,最低價,收盤價,UB2.00,BBandMA16,LB2.00,外資持股,買賣超,投信持股,買賣超,成交量,MA5,MA10,主力持股,買賣超,,
2019-4-17,62.7,64.2,61.7,63.9,63.62,61.81,59.99,644363,10233,19517,-5,30732,15968,13842,-39908,10814,,1
2019-4-18,64.2,64.3,62.8,63.1,63.81,61.93,60.05,644552,876,19514,-3,14365,16497,13554,-37720,2188,,1
2019-4-19,63.5,64.4,63.3,63.7,64.1,62.1,60.1,642223,255,19514,0,10400,15301,13593,-36398,1322,,1
2019-4-22,64.1,64.3,63.7,63.8,64.35,62.27,60.18,640296,964,19514,1,5236,14520,12355,-35885,513,,1
2019-4-23,64.4,65.4,63.4,64.9,64.82,62.53,60.23,643599,3159,19514,0,20277,16202,13728,-30044,5841,,1
2019-4-24,64.9,65.8,64.6,65.4,65.38,62.78,60.17,647660,4693,19554,40,20394,14134,15051,-27000,3044,,1
2019-4-25,65.4,67,64.8,65.5,65.8,63.06,60.31,658426,9327,19660,106,30878,17437,16967,-24532,2468,,1
2019-4-26,65.5,66.2,64.7,66,66.32,63.33,60.33,660589,2159,19660,0,13586,18074,16688,-21544,2988,,1
2019-4-29,66,66.4,64.5,64.7,66.49,63.48,60.46,657357,-3153,19728,68,12883,19604,17062,-22588,-1044,,1
2019-4-30,64.6,65.8,64.6,65.4,66.76,63.63,60.49,656025,-1446,19776,48,13401,18228,17215,-22020,568,,1
2019-5-2,65.8,66.4,65.5,65.7,67.06,63.82,60.58,656979,734,19774,-2,8988,15947,15041,-21014,1006,,1
2019-5-3,65.7,66.8,65.6,66.7,67.53,64.08,60.64,659983,3383,19841,66,11721,12116,14776,-17631,3383,,0
2019-5-6,66,66,64.7,65,67.51,64.29,61.07,652417,-7640,19907,66,16026,12604,15339,-21167,-3536,,0
2019-5-7,65.3,66.4,65.3,66.2,67.33,64.65,61.97,655573,3149,19929,22,8826,11792,15698,-17949,3218,,0
2019-5-8,65.2,66,65,65.9,67.17,64.91,62.65,655759,105,19927,-1,6725,10457,14343,-17379,570,,0
2019-5-9,65.5,65.7,64,64.2,67,65.01,63.01,651484,-4264,19947,20,12003,11060,13504,-19623,-2244,,0
2019-5-10,64.4,65.3,63.3,63.8,67.01,65,62.99,650561,-2421,20032,85,11167,10949,11533,-19715,-92,,0
2019-5-13,63.5,64.1,61,61.1,67.5,64.88,62.25,645228,-5624,19973,-59,15245,10793,11699,-25413,-5698,,0
2019-5-14,59.9,61.5,59.2,61.5,67.79,64.74,61.69,641377,-6056,19973,0,15948,12218,12005,-28940,-3527,,0
2019-5-15,61.7,62.9,61.7,62,67.93,64.63,61.32,655123,-4910,19857,-116,12025,13278,11867,-30965,-2025,,0
2019-5-16,62.2,62.2,61,61,68.11,64.38,60.65,648933,-5730,19860,3,10908,13059,12059,-32640,-1675,,0
2019-5-17,61.2,61.6,60.6,60.6,68.19,64.08,59.97,645218,-3672,19733,-127,9301,12685,11817,-34472,-1832,,0
2019-5-20,60.6,61.3,60.6,60.9,68.1,63.79,59.48,643491,-1998,19734,1,7072,11051,10922,-35233,-761,,0
2019-5-21,60.8,61.5,60.7,61.5,67.8,63.51,59.23,640406,-2177,19734,0,9656,9792,11005,-36599,-1366,,0
2019-5-22,61.5,61.6,60.8,60.8,67.7,63.27,58.84,638105,-2357,19737,3,5028,8393,10835,-38287,-1688,,0
2019-5-23,60.3,60.4,59.9,60.2,67.46,62.94,58.43,633666,-4649,19736,-1,10797,8371,10715,-41137,-2850,,0
2019-5-24,60,60.3,59.6,59.8,67.1,62.58,58.05,631658,-3328,19737,1,8537,8218,10452,-43703,-2566,,1
2019-5-27,60.1,61.5,60.1,60.5,66.27,62.19,58.11,631325,-333,19737,0,6251,8054,9552,-44390,-687,,1
2019-5-28,61.3,61.3,60.3,60.9,65.78,61.93,58.08,630759,-1077,19746,9,15135,9150,9471,-46172,-1782,,1
2019-5-29,59.7,60,57.8,58,65.04,61.42,57.8,624223,-8321,19614,-132,24613,13067,10730,-54211,-8039,,1
2019-5-30,58.4,60,58.2,60,63.88,61.05,58.22,623539,-912,19614,0,14207,13749,11060,-54366,-155,,1
2019-5-31,60.4,61.8,60.3,61.6,63.24,60.89,58.54,623156,2443,19778,164,18070,15655,11937,-51821,2545,,1
2019-6-3,61,62.2,60.6,61.9,62.66,60.77,58.87,623127,268,19868,90,9794,16364,12209,-50527,1294,,0
2019-6-4,61.2,61.2,60.8,60.9,62.65,60.76,58.87,621084,-1892,19863,-5,12908,15918,12534,-52519,-1992,,0
2019-6-5,61.6,62.2,60.5,60.5,62.55,60.69,58.84,618078,-2729,19943,80,11790,13354,13210,-56010,-3491,,0
2019-6-6,60.1,60.2,58.8,59.2,62.37,60.52,58.66,611867,-6035,19943,0,17602,14033,13891,-61600,-5590,,0
2019-6-10,60,60,59.1,59.3,62.34,60.41,58.49,609046,-3011,19904,-39,14248,13268,14462,-65834,-4234,,0
2019-6-11,59.5,59.9,59.3,59.4,62.32,60.34,58.35,607456,-82,19954,50,10851,13480,14922,-67893,-2059,,0
2019-6-12,59.8,60.7,59.7,60.7,62.3,60.33,58.35,609377,2884,19962,7,11701,13238,14578,-65331,2562,,1
2019-6-13,60.5,61.2,60.1,60.9,62.19,60.29,58.39,608227,-569,19968,6,7435,12367,12861,-64384,947,,1
2019-6-14,60.9,61.2,60.8,60.8,62.19,60.29,58.39,605656,-2541,20016,48,7364,10320,12176,-64395,-11,,1
2019-6-17,60.9,61.5,60.8,60.9,62.26,60.33,58.41,603183,-2102,19706,-310,6864,8843,11056,-64975,-580,,1
2019-6-18,61.2,61.3,60.7,60.9,62.32,60.4,58.48,599807,-2221,19721,15,6322,7937,10709,-65785,-810,,1
2019-6-19,61.5,62.3,61.4,62.1,62.59,60.5,58.41,601515,1493,19621,-100,18375,9272,11255,-61620,4165,,1
2019-6-20,62.1,62.8,61.8,62.3,62.85,60.59,58.33,601223,88,19393,-228,10055,9796,11082,-62040,-420,,1
2019-6-21,62.5,63.4,62.5,63,63.02,60.9,58.78,601705,647,17873,-1520,13248,10973,10646,-61508,532,,1
2019-6-24,63.2,63.5,62.6,63.1,63.41,61.09,58.78,602028,755,16217,-1656,8805,11361,10102,-62737,-1229,,1
2019-6-25,63.3,64.6,63.3,63.3,63.74,61.2,58.66,603833,1805,14545,-1672,18487,13794,10866,-62516,221,,1
2019-6-26,64.5,64.9,63.2,63.7,64.12,61.31,58.51,601459,-2388,14675,130,12692,12657,10965,-64894,-2378,,1
2019-6-27,63.6,64.3,63.6,64.1,64.61,61.51,58.41,596113,-852,14678,3,13650,13376,11586,-65050,-156,,1
2019-6-28,64.6,64.6,64.1,64.5,65.13,61.76,58.4,594412,-2719,24209,1893,12519,13231,12102,-65133,-83,,1
2019-7-1,66,66.2,65.3,66,65.85,62.19,58.52,592208,-2204,25252,1043,22547,15979,13670,-61977,3156,,1
2019-7-2,66.2,66.7,66.2,66.3,66.48,62.63,58.77,587572,-4322,25252,0,19465,16175,14984,-61695,282,,0
2019-7-3,66,66.3,64.7,65.2,66.64,62.99,59.33,579738,-8350,25402,150,29252,19487,16072,-61466,229,,0
2019-7-4,58.1,59.8,58.1,59.2,66.84,62.89,58.94,590119,10017,25892,490,39507,24658,19017,-68728,-7262,,0
2019-7-5,59.8,62.3,59.7,62,66.81,62.96,59.12,594956,4736,26737,845,22847,26724,19977,-63334,5394,,1
2019-7-8,61.9,63,60.3,61,66.79,62.98,59.16,598122,772,26950,213,19246,26063,21021,-63426,-92,,1
2019-7-9,61.7,62.8,60.8,62.8,66.76,63.09,59.43,604697,6757,27175,225,20813,26333,21254,-55923,7503,,1
2019-7-10,64,64.5,63.2,64.4,66.85,63.31,59.78,618412,11160,28050,875,35835,27650,23568,-45374,10549,,1
2019-7-11,65.6,65.6,64.7,65.4,67.13,63.52,59.91,635456,16903,28803,753,36232,26995,25826,-28393,16981,,1
2019-7-12,66,69.2,65.8,66.7,67.65,63.79,59.93,658706,23245,30182,1379,68227,36071,31397,-9807,18586,,1
2019-7-15,66.8,69.9,66.8,69.9,69.05,64.23,59.4,665105,6496,34537,4355,42378,40697,33380,407,10214,,0
2019-7-16,69.9,70,67.3,67.9,69.63,64.53,59.42,662508,-2824,35511,974,34206,43376,34854,-1655,-2062,,1
2019-7-17,66.6,68.9,66.4,67.7,70.08,64.8,59.52,668539,5996,35519,8,26745,41558,34604,1392,3047,,1
2019-7-18,68.5,68.8,66.7,66.7,70.31,64.99,59.67,671078,3360,35521,1,20655,38442,32718,-1820,-3212,,1
2019-7-19,67.9,68.4,66.8,67.7,70.67,65.21,59.76,673738,2554,35962,441,15352,27867,31969,-740,1080,,1
2019-7-22,68.6,70,68.6,69.8,71.41,65.54,59.67,682989,9245,40714,4752,39338,27259,33978,10790,11530,,1
2019-7-23,71.3,72.9,71.3,72.3,72.66,65.94,59.21,682963,2174,44956,4242,41863,28791,36083,15926,5136,,1
2019-7-24,71.7,72,70.3,71.8,73.58,66.28,58.98,682169,18,46115,1159,28900,29222,35390,13983,-1943,,1
2019-7-25,72.6,76.6,72.3,76.5,75.77,66.99,58.21,694624,12945,47863,1748,42286,33548,35995,25761,11778,,1
2019-7-26,74.3,77.8,74.3,77,77.16,68.1,59.04,693787,-1016,48613,750,34413,37360,32614,24024,-1737,,0
2019-7-29,76.2,76.5,74.8,74.8,77.92,68.9,59.88,688123,-5666,48649,36,27592,35011,31135,17997,-6027,,0
2019-7-30,76.3,77,73.4,75.8,78.44,69.83,61.21,699382,11259,48550,-99,32284,33095,30943,23802,5805,,0
2019-7-31,76,76,72.8,74,78.55,70.53,62.5,701663,493,47884,-666,31823,33680,31451,19104,-4698,,0
2019-8-1,72,74.1,71.5,74.1,78.66,71.13,63.6,710594,7561,47673,-211,23291,29881,31714,23460,4356,,0
2019-8-2,72.7,73.4,71.8,72.3,78.5,71.56,64.63,718015,6482,46388,-1285,34297,29857,33609,23842,382,,0
2019-8-5,72.7,73.2,70.7,70.9,78.31,71.83,65.34,720877,2771,45874,-514,22004,28740,31875,22184,-1658,,0
2019-8-6,68.1,69.8,68.1,69.2,78.32,71.78,65.24,724410,3532,44029,-1845,29157,28114,30605,19309,-2875,,0
2019-8-7,70.5,71.3,69.8,69.8,78.22,71.9,65.58,727791,3603,43976,-53,17170,25184,29432,19587,278,,0
2019-8-8,68.5,69.9,68.1,68.1,78.18,71.93,65.67,725354,-2717,43296,-680,28103,26146,28013,14099,-5488,,0
2019-8-12,67.4,69.7,67.3,69.3,77.91,72.09,66.26,735593,9340,41517,-1779,21445,23576,26717,20389,6290,,1
2019-8-13,69,69.7,67.9,68.8,77.8,72.16,66.52,738664,2352,41555,38,14732,22121,25431,20348,-41,,1
2019-8-14,71.6,72.5,70.7,72.5,77.83,72.33,66.82,749517,11464,41906,351,31856,22661,25388,28038,7690,,0
2019-8-15,71.5,72.3,70.4,71.4,77.8,72.27,66.74,752101,2636,41802,-104,21744,23576,24380,27699,-339,,0
2019-8-16,72,72.4,70.4,71.3,77.78,72.24,66.7,752677,342,41138,-664,15703,21096,23621,27111,-588,,0
2019-8-19,72.4,72.4,70.8,71.5,77.02,71.93,66.83,751417,-570,40393,-745,10516,18910,21243,25479,-1632,,0
2019-8-20,72.2,72.2,69.2,69.6,75.93,71.46,66.99,752934,1351,39067,-1326,20626,20089,21105,22972,-2507,,0
2019-8-21,69.7,70.5,69.3,70.2,75.33,71.18,67.02,758040,5106,37497,-1570,11581,16034,19348,24535,1563,,1
2019-8-22,70.9,70.9,70,70.3,74.24,70.83,67.42,760179,1989,37489,-8,8639,13413,18495,25746,1211,,1
2019-8-23,71.5,71.5,70.7,71.5,73.7,70.68,67.65,763877,4358,37471,-18,10354,12343,16720,29083,3337,,1
2019-8-26,70,71.8,69.7,71.1,72.96,70.49,68.02,765429,1552,37369,-102,11792,12598,15754,29691,608,,1
2019-8-27,72.1,72.7,71.5,72.4,72.98,70.49,68,768127,2687,37397,28,15833,11640,15864,32710,3019,,1
2019-8-28,72.5,73.5,72,73.5,73.54,70.66,67.77,771357,2973,37857,460,12982,11920,13977,35574,2864,,0
2019-8-29,72.3,73,70.6,70.9,73.55,70.76,67.98,766949,-5218,36111,-1746,22628,14718,14065,29211,-6363,,1
2019-8-30,71.8,72.1,70,70.4,73.55,70.8,68.05,768375,1837,34469,-1642,27476,18142,15243,27312,-1899,,1
2019-9-2,71.2,72,70.6,71.8,73.43,71.03,68.63,771247,2882,33588,-881,11809,18146,15372,29405,2093,,1
2019-9-3,72.1,72.4,70.8,71.2,73.38,71.15,68.92,773227,1784,32632,-956,8098,16599,14119,29020,-385,,1
2019-9-4,72.5,73.9,72.5,73,73.45,71.41,69.37,781583,8609,32628,-4,23168,18636,15278,35460,6440,,1
2019-9-5,73.9,77.2,73.9,76.9,75.02,71.69,68.36,801391,19808,33390,762,51736,24457,19588,54365,18905,,1
2019-9-6,77.9,78.5,76.3,77.1,76.27,72.04,67.81,804325,3084,33664,274,19900,22942,20542,54558,193,,1
2019-9-9,78.3,78.3,76.2,76.5,77.09,72.37,67.65,802564,1461,33680,16,11531,22887,20516,54323,-235,,1
2019-9-10,76.8,77.6,76.2,76.5,77.78,72.68,67.58,803693,996,33671,-9,16330,24533,20566,55088,765,,1
2019-9-11,77.3,77.3,76.4,76.9,78.35,73.14,67.92,804298,1532,33804,133,8287,21557,20096,56228,1140,,1
2019-9-12,77.5,78,77.5,77.8,79.05,73.61,68.17,807697,3400,34214,410,8852,12980,18719,59266,3038,,1
2019-9-16,77.1,79.4,76.4,78.1,79.66,74.1,68.54,809221,1960,35389,1175,18250,12650,17796,62656,3390,,1
2019-9-17,79.5,83.3,79,82,81.32,74.76,68.19,816413,6681,37669,2280,35519,17448,20167,70253,7597,,1
2019-9-18,82,83.4,81.6,82.1,82.61,75.44,68.28,817375,1603,38460,791,23282,18838,21686,70523,270,,1
2019-9-19,82.6,83,80.8,81.4,83.53,76.01,68.48,818853,1009,38632,172,9788,19138,20348,70180,-343,,1
2019-9-20,82,82.9,81.6,82.9,84.69,76.59,68.49,820754,2117,39373,741,10495,19467,16223,72116,1936,,1
2019-9-23,83.4,85.3,82.5,85,85.96,77.48,68.99,827226,5904,39636,263,16249,19067,15858,76570,4454,,1
2019-9-24,85.5,86.7,84.5,85.4,86.88,78.41,69.94,829483,1565,39926,289,15587,15080,16264,77287,717,,0
2019-9-25,84.5,85,83.5,85,87.54,79.24,70.94,830931,948,39657,-269,9968,12417,15628,77801,514,,0
2019-9-26,85.3,85.6,82.2,84.3,87.57,80.06,72.54,833632,2374,38808,-849,18040,14068,16603,77571,-230,,0
2019-9-27,81.8,82.4,80.5,80.5,87.1,80.53,73.95,836525,3330,31945,-401,23455,16660,18063,73638,-3933,,0
2019-10-1,82.4,83.1,81.1,83.1,87.31,80.91,74.51,842240,4995,31147,-798,14509,16312,17689,76244,2606,,0
2019-10-2,82.8,82.9,81.2,82,87.32,81.22,75.11,841806,-1036,31427,280,11601,15515,15297,75260,-984,,0
2019-10-3,80.6,81.2,79.5,79.9,87.08,81.43,75.78,841213,-611,30287,-1140,18015,17124,14771,71895,-3365,,0
2019-10-4,80.2,80.4,79,79.2,86.8,81.6,76.4,841877,654,28910,-1377,19479,17412,15740,70744,-1151,,0
2019-10-7,79.8,82.2,79.6,81.7,86.5,81.9,77.3,847370,5201,28273,-637,12116,15144,15902,74912,4168,,0
2019-10-8,79.2,79.6,78.5,78.6,86.38,81.95,77.52,836286,-11084,27921,-352,25047,17252,16782,64521,-10391,,0
2019-10-9,74.7,75.1,71.4,71.4,88.09,81.53,74.97,839775,-602,25249,-2672,50836,25099,20307,54436,-10085,,0
2019-10-14,73.1,74.3,71.7,71.7,88.98,80.89,72.79,837927,-2070,24902,-347,30344,27564,22344,52804,-1632,,0
2019-10-15,72.1,72.5,69.4,69.6,89.83,80.11,70.38,831086,-7285,24790,-112,22392,28147,22779,46389,-6415,,0
2019-10-16,70.6,71.2,69.8,70,90.24,79.39,68.55,826527,-1072,23938,-852,17160,29156,22150,44980,-1409,,0
2019-10-17,70.4,70.9,69.3,70.4,90.12,78.61,67.11,824776,-1302,24168,230,10747,26296,21774,43839,-1141,,0
2019-10-18,70.9,72.9,70.8,72.3,89.2,77.82,66.44,821574,-1308,24734,566,24250,20979,23039,43096,-743,,0
2019-10-21,71.7,72.3,70.8,71.6,88,76.96,65.92,820198,-1397,24582,-152,11976,17305,22435,41643,-1453,,0
2019-10-22,71.8,72.4,70.5,70.9,86.65,76.08,65.5,814800,-6633,24119,-463,18507,16528,22338,35790,-5853,,1
2019-10-23,70.8,71.4,70.5,70.6,85.19,75.22,65.25,813198,-2031,23609,-510,10780,15252,22204,34531,-1259,,1
2019-10-24,71,71.4,70.7,71.3,84.39,74.64,64.9,813194,-202,23308,-301,9890,15081,20688,34424,-107,,1
2019-10-25,72.7,73.5,71.7,71.7,82.72,73.93,65.14,812497,-2006,23508,200,17068,13644,17311,35456,1032,,1
2019-10-28,72.4,72.4,71.8,71.9,81.07,73.3,65.53,812094,479,23708,200,6211,12491,14898,36571,1115,,1
2019-10-29,72.2,72.8,72,72.3,79.82,72.83,65.83,811645,941,23703,-5,10237,10837,13683,37827,1256,,1
2019-10-30,71.2,72,70.8,71.1,78.52,72.32,66.12,806161,-4359,23574,-129,15194,11720,13486,33802,-4025,,1
2019-10-31,70.8,70.9,69.8,70,75.54,71.59,67.63,804650,-1464,23374,-200,16161,12974,14027,32155,-1647,,1
2019-11-1,69.3,70.6,69.3,70.6,72.69,71.09,69.48,804028,-609,23520,146,12239,12008,12826,31720,-435,,1
2019-11-4,70.7,71,69.7,69.8,72.7,70.99,69.28,802639,-1589,23273,-247,12509,13268,12880,29446,-2274,,1
2019-11-5,70.8,73,70.4,73,73.02,71.07,69.12,808256,5726,23619,346,51108,21442,16140,38041,8595,,0
2019-11-6,73.5,74,72.3,72.5,73.16,71.25,69.34,806716,-1677,23669,50,17953,21994,16857,38180,139,,0
2019-11-7,72.8,72.9,71.7,72.4,73.27,71.4,69.53,807301,-215,23691,22,5006,19763,16369,38409,229,,0
2019-11-8,72.9,72.9,72.1,72.4,73.37,71.53,69.68,807342,216,23721,30,4837,18283,15146,38983,574,,0
2019-11-11,72.4,72.4,70.9,71.2,73.27,71.46,69.65,808235,894,23718,-3,7572,17295,15282,39777,794,,0
2019-11-12,71.8,72,71.4,72,73.31,71.48,69.65,808020,-216,23742,24,4198,7913,14678,39902,125,,0
2019-11-13,70.8,71.4,69.8,69.9,73.39,71.42,69.45,800888,-7243,23752,10,11761,6675,14334,33840,-6062,,0
2019-11-14,69.9,70,66.8,67.2,74.03,71.21,68.38,791546,-9339,22387,-1365,25419,10757,15260,24555,-9285,,0
2019-11-15,67.5,69.4,67.5,69,74.08,71.06,68.05,794511,2766,22612,225,13483,12487,15385,28285,3730,,0
2019-11-18,70.3,71.8,70.2,71.1,74.02,71.03,68.03,795303,798,22679,67,16130,14198,15747,30345,2060,,0
2019-11-19,71.4,72.3,71,71.2,73.95,70.98,68.01,792076,-2990,23700,1021,13560,16071,11992,29283,-1062,,0
2019-11-20,71.2,71.7,70,71,73.79,70.9,68.01,790735,-2136,23727,27,13483,16415,11545,27732,-1551,,0
2019-11-21,69.5,69.5,68.4,69.3,73.77,70.79,67.8,784944,-5791,23803,76,12285,13788,12273,22516,-5216,,1
2019-11-22,69.6,71.4,69.6,70.1,73.77,70.79,67.81,785688,750,23894,91,9710,13034,12760,23911,1395,,1
2019-11-25,70.8,71.1,70.1,70.8,73.78,70.81,67.83,785743,65,24865,971,5676,10943,12571,24859,948,,1
2019-11-26,71.4,71.7,70.8,70.8,73.8,70.87,67.94,783862,-1741,25056,191,13636,10958,13514,26001,1142,,1
2019-11-27,69.6,71.9,69.5,71.1,73.47,70.75,68.03,782553,-1308,25425,369,10796,10421,13418,28029,2028,,1
2019-11-28,71.5,72.1,71.3,71.7,73.32,70.7,68.08,781647,-910,26232,807,8894,9742,11765,30599,2570,,1
2019-11-29,72,72.1,70.8,71.2,73.11,70.63,68.14,774966,-6146,26394,162,10057,9812,11423,30561,-38,,1
2019-12-2,71.5,71.6,70.4,71.6,72.95,70.58,68.2,773156,-1811,26461,67,6237,9924,10433,30825,264,,1
2019-12-3,71.5,73.7,71.1,73.3,73.41,70.71,68,770915,-2329,29925,3464,23893,11975,11467,35685,4860,,1
2019-12-4,73,73.9,71.7,72.6,73.54,70.74,67.95,764404,-6137,32623,2698,20199,13856,12138,36947,1262,,1
2019-12-5,73.3,78.8,73.2,77.2,75.35,71.2,67.05,767035,2515,38563,5940,46584,21394,15568,48262,11315,,1
2019-12-6,78,78,75.3,75.3,75.75,71.71,67.66,760354,-6862,39546,983,24005,24184,16998,43551,-4711,,1
2019-12-9,76,77.4,75.4,76,76.43,72.14,67.85,756083,-4138,41086,1540,16726,26281,18103,43199,-352,,1
2019-12-10,76,76.3,75,75.1,76.87,72.39,67.92,750067,-6057,42799,1713,11330,23769,17872,39929,-3270,,1
2019-12-11,75.5,77.3,75.4,75.6,77.36,72.67,67.98,742979,-6908,44647,1848,18860,23501,18679,37162,-2767,,1
2019-12-12,76.4,77.8,76.1,77.3,78.16,73.06,67.96,745432,2216,45697,1050,21433,18471,19932,42018,4856,,1
2019-12-13,80.9,81,78.3,79.6,79.32,73.71,68.09,744300,-1155,49261,3564,40919,21854,23019,52335,10317,,1
