時間,開盤價,最高價,最低價,收盤價,UB2.00,BBandMA16,LB2.00,外資持股,買賣超,投信持股,買賣超,成交量,MA5,MA10,主力持股,買賣超,,
2020-2-21,152.5,153.5,151,153,154.17,147.22,140.26,12395,53,42,0,235,188,172,-169,51,,1
2020-2-24,152,157,151,157,156.25,148,139.75,12649,254,42,0,406,245,190,-14,155,,0
2020-2-25,155,156.5,154.5,155.5,157.29,148.81,140.34,12885,96,42,0,288,262,204,30,44,,0
2020-2-26,155,156,154.5,155.5,158.09,149.59,141.1,12978,93,42,0,156,260,199,62,32,,0
2020-2-27,156.5,157,154.5,156,158.62,150.44,142.25,13099,121,42,0,211,259,207,128,66,,0
2020-3-2,153,157.5,153,156,159.07,151.19,143.31,13358,259,42,0,400,292,240,281,153,,0
2020-3-3,157,158,156,156.5,159.49,151.91,144.32,13286,66,42,0,189,249,247,283,2,,0
2020-3-4,155.5,156,154,154,159.21,152.47,145.73,13309,34,42,0,175,226,244,269,-14,,0
2020-3-5,154,156.5,154,156,159.14,153.09,147.05,13368,59,42,0,118,219,239,287,18,,0
2020-3-6,153.5,155.5,153.5,155,159.11,153.5,147.89,13394,26,42,0,141,205,232,300,13,,0
2020-3-9,153,154.5,148,148,159.37,153.38,147.38,13355,-39,42,0,263,177,235,265,-35,,0
2020-3-10,147.5,147.5,144,145.5,159.97,153.16,146.34,13296,-63,42,0,330,205,227,228,-37,,0
2020-3-11,146.5,149,146.5,147.5,160.18,153.03,145.89,13344,48,42,0,179,206,216,230,2,,0
2020-3-12,145,145,139,139.5,162,152.44,142.88,13251,-97,42,0,386,260,239,162,-68,,0
2020-3-13,130.5,134,126,127,166.55,150.94,135.33,13166,-106,42,0,550,342,273,49,-113,,0
2020-3-16,127,128.5,120.5,122,169.9,149,128.1,13150,-31,42,0,315,352,265,28,-21,,0
2020-3-17,115,122,115,119.5,172.06,146.91,121.75,13245,87,42,0,333,353,279,48,20,,0
2020-3-18,117,120.5,117,118,172.62,144.47,116.32,13290,19,42,0,300,377,292,41,-7,,0
2020-3-19,116.5,117,106.5,108,174.05,141.5,108.95,13572,274,42,0,705,441,350,83,42,,0
2020-3-20,112,118,104,104,174.62,138.28,101.94,13551,-218,42,0,786,488,415,-65,-148,,0
2020-3-23,101,101.5,93.8,97.9,174.61,134.65,94.69,13530,-21,0,-96,630,551,451,-104,-39,,0
2020-3-24,98,102,98,100.5,172.73,131.18,89.63,13451,-80,0,0,214,527,440,-140,-36,,0
2020-3-25,103.5,107.5,103,106.5,169.04,128.06,87.08,13416,-35,0,0,319,531,454,-194,-54,,0
2020-3-26,109.5,109.5,104.5,108.5,164.89,125.21,85.53,13372,-41,0,0,225,435,438,-169,25,,0
2020-3-27,113.5,114.5,112,113.5,159.21,122.56,85.9,13363,-9,0,-7,296,337,412,-201,-32,,0
2020-3-30,110.5,111.5,108.5,109.5,152.74,119.71,86.69,13274,-79,0,0,233,257,404,-257,-56,,1
2020-3-31,112,112,109,109.5,147.2,117.31,87.42,13226,-38,0,0,322,279,403,-330,-73,,1
2020-4-1,110,110.5,109,109.5,141.32,115.06,88.79,13148,-37,0,0,117,239,385,-348,-18,,1
2020-4-6,109.5,111,106.5,109,132.96,112.65,92.34,13044,-52,0,0,190,232,333,-404,-56,,1
2020-4-7,111,118,110,116.5,126.31,111.21,96.12,13108,78,0,0,584,289,313,-382,22,,1
2020-4-8,118,122,116.5,122,124.83,110.9,96.97,13162,44,13,13,621,367,312,-444,-62,,1
2020-4-9,122,123,118,119.5,124.23,110.74,97.26,13156,-6,22,9,468,396,338,-486,-42,,1
2020-4-10,119,120.5,118,120.5,124.46,110.81,97.15,13171,15,22,0,183,409,324,-504,-18,,1
2020-4-13,119.5,120.5,118,118,124.46,110.81,97.15,13140,-31,22,0,182,408,320,-531,-27,,1
2020-4-14,119,120,119,120,125.81,111.56,97.3,13159,19,22,0,165,324,307,-526,5,,1
2020-4-15,121,125,120.5,125,127.95,112.87,97.79,13222,63,22,0,349,269,318,-461,65,,1
2020-4-16,122.5,124,121,122.5,128.01,114.41,100.8,13193,-29,22,0,199,216,306,-487,-26,,1
2020-4-17,124.5,126.5,123.5,124.5,128.28,115.91,103.53,13250,57,22,0,265,232,321,-443,44,,1
2020-4-20,124.5,124.5,123,123.5,128.84,116.97,105.1,13246,-6,22,0,36,203,305,-446,-3,,1
2020-4-21,122,123,117,119,128.68,117.63,106.57,13174,-14,52,30,391,248,286,-477,-31,,1
2020-4-22,117,121,117,120,128.93,118.03,107.13,13215,17,52,0,229,224,247,-474,3,,1
2020-4-23,120,122.5,119.5,120,128.68,118.69,108.69,13254,39,52,0,148,214,215,-476,-2,,1
2020-4-24,121,122,120,121.5,128.3,119.44,110.58,13309,55,52,0,98,180,206,-449,27,,1
2020-4-27,123,124,122.5,123.5,127.72,120.31,112.91,13325,16,52,0,85,190,197,-441,8,,1
2020-4-28,124.5,127.5,124.5,126.5,126.66,121.41,116.15,13318,18,111,59,322,176,212,-410,31,,1
2020-4-29,128.5,133,128,131.5,128.95,122.34,115.74,13348,30,167,56,411,213,218,-390,20,,0
2020-4-30,134.5,134.5,128.5,130.5,130.56,122.88,115.19,13354,6,167,0,401,263,239,-443,-53,,0
2020-5-4,127.5,127.5,125.5,126.5,130.98,123.31,115.65,13337,-17,167,0,208,285,233,-489,-46,,0
2020-5-5,127,129.5,125,126.5,131.35,123.69,116.02,13273,-44,200,33,232,315,253,-527,-38,,0
2020-5-6,127.5,131,126,127.5,131.55,124.28,117.01,13236,-37,243,43,422,335,256,-530,-3,,0
2020-5-7,129,129,127,128.5,132,124.81,117.63,13260,24,243,0,219,296,255,-559,-29,,1
2020-5-8,129.5,132,128.5,130,132.74,125.13,117.51,13314,54,243,0,315,279,271,-503,56,,1
2020-5-11,128,129,126.5,128.5,133.15,125.5,117.85,13302,-12,243,0,201,278,282,-506,-3,,1
2020-5-12,128.5,128.5,125,126,133.23,125.59,117.96,13242,-60,243,0,202,272,293,-552,-46,,1
2020-5-13,125.5,126.5,124,126.5,133.35,125.78,118.22,13244,2,243,0,109,209,272,-554,-2,,1
2020-5-14,127.5,127.5,120.5,121.5,133.03,125.94,118.85,13203,-41,243,0,292,224,260,-634,-80,,1
2020-5-15,122.5,123.5,119,120.5,132.96,125.97,118.98,13184,-19,243,0,302,221,250,-721,-87,,1
2020-5-18,120.5,123,120.5,122.5,132.67,126.13,119.58,13203,19,243,0,101,201,240,-714,7,,1
2020-5-19,124,125,121.5,123,132.53,126.22,119.9,13211,15,243,0,145,190,231,-759,-45,,1
2020-5-20,123.5,125.5,123.5,125.5,132.52,126.34,120.17,13250,39,243,0,181,204,207,-712,47,,1
2020-5-21,126,134,126,132.5,133.57,126.72,119.86,13406,156,313,70,1123,370,297,-618,94,,1
2020-5-22,135.5,142,135,137,135.26,127.06,118.86,13397,-13,343,30,1748,660,440,-416,202,,1
2020-5-25,141,141.5,136.5,136.5,136.71,127.44,118.16,13313,-86,343,0,686,777,489,-446,-30,,1
2020-5-26,137,141,136,139,139.02,128.22,117.41,13349,26,343,0,720,892,541,-451,-5,,1
2020-5-27,140,140,137,137,140.43,128.88,117.32,13346,-3,343,0,213,898,551,-441,10,,1
2020-5-28,138,138,132,134,141.07,129.28,117.49,13331,-20,343,0,422,758,564,-483,-42,,1
2020-5-29,134,141,132.5,141,143.13,130.06,117,13569,228,343,0,366,481,571,-354,129,,0
2020-6-1,138,138.5,136.5,137,143.99,130.5,117.01,13501,-68,343,0,334,411,594,-429,-75,,0
2020-6-2,138,138,135,137,144.83,131.03,117.23,13471,-30,343,0,177,302,597,-432,-3,,0
2020-6-3,138,141.5,138,140,146.09,131.91,117.72,13565,64,343,0,521,364,631,-295,137,,0
2020-6-4,142.5,144.5,138.5,138.5,146.89,132.66,118.43,13518,-32,343,0,275,335,546,-310,-15,,0
2020-6-5,138,139.5,137.5,139,147.04,133.75,120.46,13554,36,343,0,144,290,386,-315,-5,,0
2020-6-8,139.5,141,137,140,146.65,134.97,123.28,13607,55,343,0,244,272,342,-291,24,,0
2020-6-9,141,141,138.5,140,146.02,136.06,126.1,13502,0,343,0,154,268,285,-308,-17,,0
2020-6-10,139,139,137.5,138,144.35,137,129.65,13507,15,343,0,228,209,287,-318,-10,,0
2020-6-11,138,139.5,133,133.5,142.3,137.5,132.7,13458,-51,343,0,314,217,276,-374,-56,,0
2020-6-12,129.5,133.5,129.5,133,142.2,137.53,132.86,13456,-12,343,0,256,239,265,-384,-10,,0
2020-6-15,134.5,134.5,130,130,143.02,137.09,131.16,13419,-47,343,0,160,222,247,-411,-27,,0
2020-6-16,132,134,131.5,133,143.13,136.88,130.63,13485,66,343,0,325,257,262,-428,-17,,0
2020-6-17,134,134,133,134,142.86,136.56,130.27,13496,11,343,0,66,224,217,-431,-3,,0
2020-6-18,134.5,135.5,131.5,134,142.78,136.38,129.97,13513,18,251,-92,194,200,209,-442,-11,,0
2020-6-19,134,135.5,132,135.5,142.78,136.47,130.16,13569,56,216,-35,169,183,211,-434,8,,0
2020-6-22,135.5,137,133,136,142.02,136.16,130.3,13650,81,141,-75,270,205,214,-421,13,,0
2020-6-23,136,136,131.5,133,141.94,135.91,129.87,13645,-5,75,-66,226,185,221,-453,-32,,0
2020-6-24,134,135,132.5,135,141.8,135.78,129.76,13692,47,30,-45,144,201,212,-447,6,,1
2020-6-29,133.5,134,131.5,132,141.14,135.28,129.42,13718,26,0,-35,184,199,199,-480,-33,,1
2020-6-30,133.5,135,132.5,133,140.65,134.94,129.23,13721,13,0,0,145,194,188,-462,18,,1
2020-7-1,134,134.5,133.5,133.5,139.93,134.59,129.25,13728,8,0,0,48,149,177,-455,7,,1
2020-7-2,134.5,135.5,134,134.5,138.81,134.25,129.69,13771,43,0,0,134,131,158,-430,25,,1
2020-7-3,135.5,136,134.5,135,137.44,133.94,130.44,13919,148,0,0,321,166,184,-402,28,,1
2020-7-6,135,140.5,135,138.5,137.62,133.97,130.32,13963,44,0,0,280,186,192,-326,76,,1
2020-7-7,141,141,136,136,137.89,134.13,130.36,13917,-46,0,0,248,206,200,-342,-16,,1
2020-7-8,138,138,135,135,137.99,134.25,130.51,13874,-43,0,0,192,235,192,-393,-51,,1
2020-7-9,136.5,142,136,139,138.54,134.81,131.09,14012,138,0,-70,624,333,232,-259,134,,1
2020-7-10,139,139.5,136,139.5,139.45,135.22,130.99,14050,38,0,-58,259,321,244,-226,33,,1
2020-7-13,139.5,140,138.5,139,140.08,135.53,130.98,14055,-7,0,0,187,302,244,-209,17,,1
2020-7-14,139,139,134,135.5,140.1,135.63,131.15,14012,-43,0,0,187,290,248,-269,-60,,1
2020-7-15,136,136.5,135,136,140.14,135.66,131.17,14001,-14,0,0,75,266,251,-273,-4,,1
2020-7-16,137,138,136,138,140.4,135.78,131.16,14044,43,0,0,108,163,248,-263,10,,1
2020-7-17,138.5,139,137,137,140.45,136.03,131.61,14092,48,0,0,130,137,229,-248,15,,1
2020-7-20,137.5,137.5,134,135.5,140.46,136.06,131.66,14057,-45,0,0,144,129,215,-276,-28,,1
2020-7-21,136.5,138.5,136.5,137.5,140.31,136.41,132.5,14193,136,0,0,168,125,207,-233,43,,1
2020-7-22,138,140,138,140,140.7,136.84,132.99,14300,107,0,0,223,155,211,-181,52,,0
2020-7-23,139.5,139.5,138,139.5,140.86,137.22,133.58,14354,48,0,0,124,158,161,-183,-2,,0
2020-7-24,137.5,140,137.5,138,140.81,137.44,134.07,14357,15,0,0,83,148,143,-176,7,,0
2020-7-27,137.5,138,136,137.5,140.72,137.59,134.47,14396,39,0,0,164,152,141,-176,0,,0
2020-7-28,138,138,134.5,135,140.7,137.38,134.05,14426,30,0,0,211,161,143,-204,-28,,0
2020-7-29,135.5,136.5,135.5,136.5,140.69,137.41,134.12,14415,-11,0,0,65,129,142,-213,-9,,0
2020-7-30,136.5,136.5,135,136.5,140.58,137.5,134.42,14443,18,0,0,97,124,141,-231,-18,,0
2020-7-31,136.5,138.5,136.5,137.5,140.39,137.41,134.42,14464,38,0,0,189,145,147,-238,-7,,0
2020-8-3,138,138.5,137,138,140.12,137.31,134.51,14555,91,0,0,290,170,161,-233,5,,0
2020-8-4,132.5,133,132,132,140.54,136.88,133.21,14509,-6,0,0,134,155,158,-258,-25,,0
2020-8-5,131.5,131.5,130,131.5,141.09,136.63,132.16,14432,-17,0,0,145,171,150,-278,-20,,0
2020-8-6,132,135.5,131.5,133.5,141.18,136.47,131.76,14415,-17,1,1,179,187,156,-235,43,,0
2020-8-7,133.5,135.5,133.5,134.5,140.98,136.25,131.52,14542,112,1,0,166,183,164,-213,22,,0
2020-8-10,133.5,137,132.5,135,140.88,136.13,131.38,14527,-15,1,0,165,158,164,-192,21,,0
2020-8-11,134.5,135.5,134,134.5,140.87,136.06,131.26,14559,43,1,0,62,143,149,-192,0,,0
2020-8-12,136,136,134,134,140.69,135.84,131,14592,32,1,0,87,132,151,-176,16,,0
2020-8-13,135,136,134,135,139.88,135.53,131.18,14621,17,1,0,59,108,148,-174,2,,0
2020-8-14,134.5,135,133,134.5,139.08,135.22,131.36,14608,-4,1,0,79,90,137,-174,0,,0
2020-8-17,133.5,135,133.5,134,138.58,134.97,131.36,14620,12,1,0,52,68,113,-173,1,,0
2020-8-18,134.5,134.5,132.5,132.5,138.2,134.66,131.11,14626,6,1,0,48,65,104,-177,-4,,0
2020-8-19,133,133,129,129,138.75,134.28,129.81,14507,-119,1,0,179,83,108,-245,-68,,0
2020-8-20,129,130,124,127.5,139.1,133.72,128.33,14291,-234,1,0,470,166,137,-338,-93,,0
2020-8-21,127,128.5,126,127,139.2,133.13,127.05,14256,-30,1,0,85,167,129,-355,-17,,0
2020-8-24,127.5,127.5,124,124.5,139.25,132.31,125.38,14226,-31,1,0,183,193,130,-413,-58,,0
2020-8-25,125,125.5,124,124.5,138.71,131.47,124.23,14239,2,1,0,192,222,143,-460,-47,,0
2020-8-26,124.5,129,124.5,128.5,138.62,131.25,123.88,14292,51,0,-31,324,251,167,-463,-3,,0
2020-8-27,128.5,128.5,125,126,138.7,130.91,123.11,14265,-34,0,0,163,189,178,-529,-66,,0
2020-8-28,126.5,126.5,124.5,125.5,138.49,130.41,122.32,14290,24,0,0,122,197,182,-555,-26,,0
2020-8-31,126.5,129,126.5,127,137.89,129.94,121.99,14397,92,0,0,208,202,197,-561,-6,,0
2020-9-1,128,128,126,126.5,137.06,129.41,121.75,14394,-3,0,0,88,181,201,-568,-7,,0
2020-9-2,127,128,126,127,136.2,128.94,121.68,14397,3,0,0,136,143,197,-577,-9,,1
2020-9-3,128.5,129.5,127.5,128,135.34,128.56,121.78,14418,21,0,0,180,147,168,-558,19,,1
2020-9-4,126,128.5,126,127.5,134.01,128.09,122.18,14441,23,0,0,102,143,170,-562,-4,,1
2020-9-7,128,129.5,128,129,132.7,127.75,122.8,14502,61,0,0,144,130,166,-556,6,,1
2020-9-8,129.5,129.5,128,128.5,131.2,127.41,123.61,14482,-25,0,0,58,124,153,-556,0,,1
2020-9-9,128,129,127,129,130.08,127.19,124.3,14485,-2,0,0,81,113,128,-541,15,,1
2020-9-10,128,128.5,125.5,127.5,129.84,127.09,124.35,14469,-19,0,0,151,107,127,-572,-31,,1
2020-9-11,127.5,128,127,128,129.9,127.13,124.35,14468,-2,0,0,56,98,120,-553,19,,1
2020-9-14,128.5,129.5,128.5,129,130.17,127.25,124.33,14483,15,0,0,78,85,107,-530,23,,1
2020-9-15,129,129.5,129,129,130.19,127.53,124.87,14510,27,0,0,40,81,103,-526,4,,1
2020-9-16,129,130,129,129.5,130.15,127.84,125.53,14520,18,0,0,49,75,94,-518,8,,1
2020-9-17,129,129.5,127.5,128.5,130.15,127.84,125.53,14540,20,0,0,64,57,82,-525,-7,,1
2020-9-18,128.5,130,127.5,129.5,130.3,128.06,125.83,14604,64,0,0,145,75,87,-515,10,,1
2020-9-21,130,130,128,129,130.12,128.28,126.45,14653,49,0,0,77,75,80,-514,1,,1
2020-9-22,129,129.5,127.5,129.5,130.24,128.44,126.64,14657,4,0,0,78,83,82,-514,0,,0
2020-9-23,129.5,129.5,127.5,129,130.1,128.59,127.08,14646,-11,0,0,74,88,81,-520,-6,,0
2020-9-24,126,127.5,124,126,130.35,128.53,126.71,14580,-80,0,0,195,114,86,-570,-50,,0
2020-9-25,125.5,126,123.5,125.5,130.71,128.38,126.04,14545,-35,0,0,138,112,94,-571,-1,,0
2020-9-28,125.5,126.5,124,126,130.85,128.28,125.71,14554,2,0,0,82,113,94,-579,-8,,0
2020-9-29,126,126,124,125.5,130.93,128.06,125.19,14568,14,0,0,87,115,99,-600,-21,,1
2020-9-30,124.5,125.5,124,125.5,130.99,127.88,124.76,14563,-3,0,0,47,110,99,-607,-7,,1
2020-10-5,126,126.5,124.5,126,130.87,127.69,124.51,14577,14,0,0,72,85,100,-609,-2,,1
2020-10-6,126,127.5,125,127.5,130.87,127.69,124.51,14601,24,0,0,100,78,95,-601,8,,1
2020-10-7,127,128,126,127,130.82,127.63,124.43,14639,38,0,0,116,84,99,-605,-4,,1
2020-10-8,127.5,127.5,126.5,127.5,130.64,127.53,124.42,14646,7,0,0,54,78,97,-605,0,,1
2020-10-12,128,128.5,127,128,130.5,127.47,124.44,14644,-2,0,0,43,77,93,-604,1,,1
2020-10-13,128,128,125,126,130.17,127.25,124.33,14640,-4,0,0,91,81,83,-627,-23,,1
2020-10-14,125.5,125.5,124.5,125.5,130.02,127.06,124.11,14639,-1,0,0,60,73,75,-636,-9,,
2020-10-15,125,125.5,124,125.5,129.57,126.81,124.05,14616,-1,0,0,77,65,75,-640,-4,,
2020-10-16,125,133,125,131,130.21,126.94,123.66,14628,12,0,0,548,164,121,-529,111,,
2020-10-19,133,138,132,137,133.2,127.41,121.62,15109,481,0,0,867,329,203,-250,279,,
2020-10-20,137,138.5,135.5,137.5,135.5,127.94,120.37,15267,158,45,45,314,373,227,-178,72,,
2020-10-21,139,146,137.5,144.5,140.03,129.09,118.16,15798,531,120,75,1002,562,317,113,291,,
2020-10-22,145,148.5,143,148.5,144.75,130.53,116.31,16073,266,120,0,689,684,375,304,191,,
2020-10-23,148,148.5,144.5,145.5,147.47,131.75,116.03,16194,121,120,0,363,647,405,285,-19,,
2020-10-26,147,147,144,145,149.56,132.97,116.38,16428,234,120,0,323,538,433,304,19,,
2020-10-27,145,146,144.5,146,151.49,134.25,117.01,16509,81,120,0,131,502,437,334,30,,
2020-10-28,145,145,141.5,142.5,152.4,135.28,118.16,16646,137,120,0,234,348,455,334,0,,
2020-10-29,140.5,144,140,144,153.42,136.31,119.21,16806,160,120,0,247,260,472,353,19,,
