時間,開盤價,最高價,最低價,收盤價,UB2.00,BBandMA16,LB2.00,外資持股,買賣超,投信持股,買賣超,成交量,MA5,MA10,主力持股,買賣超,,
2019-3-15,126,134.5,126,133,132.49,128,123.51,12121,-24,1079,-7,966,334,277,865,119,,1
2019-3-18,134,136.5,131.5,136,134,128.28,122.56,12103,-18,1027,-52,737,464,330,989,124,,1
2019-3-19,136,136.5,134,136.5,135.63,128.69,121.74,12077,-26,977,-50,472,518,365,1052,63,,1
2019-3-20,137,138.5,135.5,137.5,137.3,129.16,121.01,12072,-5,977,0,405,567,375,1087,35,,1
2019-3-21,137,138,133,135,138.05,129.44,120.83,12058,-14,977,0,614,639,400,1084,-3,,1
2019-3-22,136,137,134,136.5,139.18,129.97,120.75,12061,3,977,0,363,518,426,1114,30,,1
2019-3-25,134,137,133.5,136.5,140.08,130.66,121.24,12038,-23,977,0,364,444,454,1168,54,,1
2019-3-26,136.5,143.5,136.5,143,142.49,131.75,121.01,12109,71,977,0,629,475,497,1250,82,,1
2019-3-27,143,150.5,140,145,145.06,132.88,120.69,12058,-51,1238,261,1141,622,595,1295,45,,1
2019-3-28,143.5,147.5,143.5,146,147.44,134,120.56,12062,4,1255,17,413,582,610,1287,-8,,1
2019-3-29,145.5,149.5,145,147.5,149.68,135.28,120.88,12058,-4,1375,5,488,607,563,1337,50,,1
2019-4-1,147.5,152,146,149,151.76,136.69,121.61,11966,-92,1375,0,748,684,564,1390,53,,1
2019-4-2,149.5,150,146.5,147.5,152.81,138.06,123.31,11971,5,1375,0,584,675,575,1349,-41,,1
2019-4-3,147.5,152,147.5,152,154.65,139.63,124.6,12021,50,1413,38,671,581,602,1446,97,,1
2019-4-8,152,157.5,152,155.5,156.6,141.47,126.34,11955,-66,1456,43,798,658,620,1457,11,,1
2019-4-9,156.5,156.5,153,155.5,157.84,143.25,128.66,11937,-18,1456,0,721,704,656,1466,9,,1
2019-4-10,155,160.5,154,160,160.61,144.94,129.27,12040,103,1456,0,737,702,693,1598,132,,1
2019-4-11,161.5,166,158,159,162.71,146.38,130.04,11949,-91,1648,192,801,746,710,1498,-100,,1
2019-4-12,159.5,161.5,158,160,164.58,147.84,131.11,11964,15,1648,0,550,721,651,1496,-2,,1
2019-4-15,161,166,161,166,167.6,149.63,131.65,12074,110,1745,97,1162,794,726,1533,37,,1
2019-4-16,167.5,167.5,163.5,164.5,169.11,151.47,133.82,12026,-48,1843,98,846,819,762,1483,-50,,1
2019-4-17,165,167,164,166.5,170.6,153.34,136.09,12069,43,1893,50,566,785,744,1564,81,,1
2019-4-18,167,170,165.5,167.5,171.46,155.28,139.1,12059,-10,1893,0,723,769,758,1572,8,,0
2019-4-19,166.5,166.5,155.5,160.5,171.41,156.38,141.34,12149,90,1977,84,781,816,769,1561,-11,,0
2019-4-22,160.5,160.5,155,157,170.97,157.13,143.28,12499,350,1574,-403,925,768,781,1484,-77,,0
2019-4-23,156.5,158.5,154.5,158.5,170.51,157.91,145.31,12769,270,1263,-311,1054,810,815,1372,-112,,0
2019-4-24,157,157.5,150,153,169.97,158.25,146.53,12974,205,1082,-181,1041,905,845,1158,-214,,0
2019-4-25,152,155.5,149.5,154,169.52,158.56,147.61,12862,-112,1033,-49,556,871,820,1108,-50,,0
2019-4-26,151,152,146.5,146.5,169.71,158.5,147.29,12863,1,1031,-2,562,828,822,938,-170,,0
2019-4-29,146.5,150,143,144,170.91,158,145.09,12904,41,801,-230,684,779,774,846,-92,,0
2019-4-30,144,152,143.5,152,170.97,157.78,144.59,12794,-110,862,61,695,708,759,801,-45,,0
2019-5-2,150,155,149.5,155,170.96,157.75,144.54,12691,-103,862,0,346,569,737,797,-4,,1
2019-5-3,155,155.5,152,155,170.66,157.44,144.21,12556,-135,862,0,329,523,697,785,-12,,1
2019-5-6,152,154,150.5,152.5,170.44,157.03,143.63,12444,-112,862,0,327,476,652,782,-3,,1
2019-5-7,151,154.5,151,153.5,170.04,156.63,143.21,12391,-53,862,0,199,379,579,803,21,,1
2019-5-8,150,154,150,154,168.42,155.88,143.33,12397,6,862,0,253,291,499,834,31,,1
2019-5-9,152.5,154.5,152,152.5,166.93,155.13,143.32,12387,-10,862,0,254,272,421,869,35,,1
2019-5-10,152.5,155,152.5,153.5,164.56,154.31,144.06,12386,-1,862,0,264,259,391,921,52,,1
2019-5-13,151,157,151,157,161.51,153.66,145.8,12367,-19,862,0,442,282,379,1084,163,,1
2019-5-14,149,158,149,156,160.52,153.38,146.23,12368,1,854,-8,416,326,353,1080,-4,,1
2019-5-15,155.5,162,155.5,160,161.22,153.56,145.91,12405,37,854,0,264,328,309,1138,58,,1
2019-5-16,162.5,169,161,168,164.32,154.16,144,12480,75,854,0,823,442,357,1346,208,,0
2019-5-17,167.5,167.5,160.5,163,165.78,154.78,143.79,12453,-27,821,-33,501,489,374,1305,-41,,0
2019-5-20,160.5,164.5,160.5,163,167.02,155.34,143.67,12512,59,821,0,292,459,371,1337,32,,0
2019-5-21,162,163,160.5,163,167.65,156.38,145.1,12597,85,821,0,191,414,370,1331,-6,,0
2019-5-22,163,164,156.5,156.5,166.45,157.16,147.86,12614,17,771,-50,438,449,389,1292,-39,,0
2019-5-23,156.5,156.5,147,150.5,166.59,157.06,147.53,12852,238,671,-100,902,465,453,1019,-273,,0
2019-5-24,150.5,154.5,150.5,151,166.75,156.81,146.88,12864,12,671,0,205,406,447,1011,-8,,0
2019-5-27,151,162,151,160.5,167.2,157.16,147.11,12831,-33,731,60,474,442,451,1127,116,,0
2019-5-28,160.5,161,156,157.5,167.22,157.47,147.72,12844,13,766,35,707,545,480,1131,4,,0
2019-5-29,156.5,158.5,154.5,155.5,167.19,157.59,148,12815,-29,781,15,154,488,469,1116,-15,,0
2019-5-30,155.5,161.5,155.5,158.5,167.29,157.88,148.46,12739,-76,836,55,240,356,410,1138,22,,0
2019-5-31,160.5,161,158,158.5,167.25,158.25,149.25,12725,-14,841,5,164,348,377,1126,-12,,1
2019-6-3,157,160.5,157,158.5,167.22,158.56,149.9,12738,13,841,0,160,285,364,1143,17,,1
2019-6-4,158,159.5,156,158,167.25,158.63,150,12728,-10,841,0,138,171,358,1136,-7,,1
2019-6-5,161.5,164,159,160.5,167.47,158.91,150.35,12748,20,1091,250,751,291,390,1254,118,,1
2019-6-6,163,168,160.5,162,167.71,159.03,150.35,12711,-37,1091,0,997,442,399,1407,153,,1
2019-6-10,162,166,161.5,163,166.38,158.72,151.05,12694,-17,1091,0,302,470,409,1438,31,,1
2019-6-11,166,167.5,163,163.5,166.49,158.75,151.01,12686,-30,1091,0,247,487,386,1429,-9,,0
2019-6-12,162,164,160,160,166.02,158.56,151.11,12742,-3,1071,-20,239,507,339,1395,-34,,0
2019-6-13,161.5,162,160.5,161,165.66,158.44,151.22,12754,12,1106,34,110,379,335,1404,9,,0
2019-6-14,161.5,162.5,158.5,159,165.75,158.59,151.44,12667,-87,1106,0,213,222,332,1335,-69,,0
2019-6-17,159,161,157,159.5,164.96,159.16,153.35,12629,-38,1121,15,179,198,334,1324,-11,,0
2019-6-18,158.5,160.5,158.5,159,163.67,159.66,155.65,12643,14,1141,20,120,172,330,1314,-10,,0
2019-6-19,161,162,157,159.5,163.58,159.59,155.61,12629,-16,1141,0,191,163,335,1312,-2,,0
2019-6-20,159,161.5,158,158.5,163.54,159.66,155.77,12605,-24,1097,-44,164,173,276,1262,-50,,1
2019-6-21,158.5,160,157,158,163.18,159.81,156.44,12592,-15,1097,0,193,169,196,1206,-56,,1
2019-6-24,157.5,161,156.5,161,163.31,159.97,156.62,12616,-1,1096,-1,231,180,189,1170,-36,,1
2019-6-25,161,161,158.5,158.5,163.31,159.97,156.62,12617,1,1046,-50,144,185,178,1143,-27,,1
2019-6-26,157.5,159.5,157.5,158,163.34,159.94,156.53,12606,-11,1006,-40,166,180,171,1112,-31,,1
2019-6-27,158.5,160,157.5,157.5,163.39,159.91,156.42,12610,4,1006,0,132,173,173,1068,-44,,1
2019-6-28,157.5,158.5,155.5,155.5,163.66,159.59,155.53,12591,-19,820,0,196,174,172,1020,-48,,1
2019-7-1,157.5,160,157.5,158.5,163.27,159.38,155.48,12587,-4,770,-50,235,175,177,1065,45,,1
2019-7-2,158,165.5,158,162,163,159.31,155.62,12640,53,720,-50,595,265,225,1173,108,,1
2019-7-3,162,164,160.5,161,162.29,159.16,156.02,12650,10,690,-30,197,271,225,1186,13,,1
2019-7-4,163,166,162,164,163.31,159.41,155.5,12656,6,660,-30,343,313,243,1276,90,,1
2019-7-5,164.5,164.5,163.5,164.5,164.2,159.63,155.05,12731,75,660,0,141,302,238,1301,25,,1
2019-7-8,164.5,166,161,161,164.36,159.75,155.14,12743,0,660,0,358,327,251,1219,-82,,1
2019-7-9,161,163,159,162,164.64,159.91,155.17,12835,59,660,0,263,260,263,1195,-24,,1
2019-7-10,160.5,161.5,159.5,160,164.68,159.97,155.26,12875,40,660,0,254,272,271,1134,-61,,1
2019-7-11,161.5,163,160,163,165.11,160.19,155.26,12938,63,636,-24,231,249,281,1129,-5,,1
2019-7-12,163,163,162,163,165.49,160.47,155.45,13000,62,636,0,187,259,280,1150,21,,1
2019-7-15,164,166.5,163,165,166.2,160.91,155.61,13060,60,616,-20,489,285,306,1168,18,,1
2019-7-16,165.5,177.5,165.5,175.5,170.64,161.81,152.98,13300,239,596,-20,2140,660,460,1330,162,,1
2019-7-17,177.5,177.5,169,175,173.54,162.84,152.15,13223,-77,596,0,1382,886,579,1132,-198,,1
2019-7-18,173.5,178,172,175,175.78,163.91,152.03,13165,-58,596,0,550,950,600,1180,48,,1
2019-7-19,176,176.5,173,175.5,177.65,165.03,152.41,13143,-33,596,0,406,993,626,1174,-6,,1
2019-7-22,176,184,176,177,179.23,166.38,153.52,13015,-128,773,177,1289,1153,719,1225,51,,1
2019-7-23,179,182,177,180.5,181.61,167.75,153.89,13124,134,773,0,826,891,775,1421,196,,0
2019-7-24,182,182.5,177.5,177.5,182.99,168.72,154.44,13083,-41,773,0,406,695,791,1393,-28,,0
2019-7-25,178,178.5,175,178,184.13,169.78,155.43,13070,-13,773,0,175,620,785,1401,8,,0
2019-7-26,179,181,175,175,184.7,170.47,156.24,13102,32,773,0,483,636,815,1327,-74,,0
2019-7-29,175,176.5,171,176.5,185.37,171.22,157.06,13188,86,773,0,395,457,805,1388,61,,0
2019-7-30,176.5,176.5,172,172.5,185.08,171.94,158.8,13193,-15,773,0,229,338,614,1337,-51,,0
2019-7-31,174,175.5,172.5,174.5,184.85,172.72,160.59,13243,65,773,0,290,314,505,1355,18,,0
2019-8-1,172.5,177,172,176.5,184.05,173.75,163.45,13257,35,773,0,416,363,492,1362,7,,0
2019-8-2,170,172,166.5,172,183.07,174.31,165.56,13209,-37,773,0,495,365,500,1373,11,,0
2019-8-5,172,173,168,169,181.84,174.69,167.54,13156,-51,771,-2,292,344,401,1373,0,,0
2019-8-6,162,170,162,170,180.72,175,169.28,13181,8,763,-8,292,357,347,1343,-30,,0
2019-8-7,172,172,169,169,181,174.59,168.19,13170,-68,763,0,302,359,337,1328,-15,,0
2019-8-8,169,175,169,174,180.94,174.53,168.12,13329,141,763,0,446,365,364,1437,109,,0
2019-8-12,174.5,176,172.5,174.5,180.9,174.5,168.1,13365,22,763,0,193,305,335,1434,-3,,0
2019-8-13,178,179,173,173.5,180.77,174.38,167.98,13460,88,762,-1,1056,458,401,1398,-36,,0
2019-8-14,176.5,176.5,171.5,173,180.41,174.13,167.85,13485,24,722,-40,402,480,418,1323,-75,,0
2019-8-15,170,172,169.5,172,179,173.59,168.18,13460,-25,722,0,191,458,409,1302,-21,,0
2019-8-16,172,172,169,170,178.4,173.13,167.85,13444,-16,722,0,198,408,387,1263,-39,,0
2019-8-19,170.5,172,169.5,169.5,177.5,172.59,167.69,13449,5,722,0,166,403,354,1266,3,,0
2019-8-20,173.5,173.5,169,169,177.24,172.22,167.19,13466,17,722,0,198,231,344,1272,6,,0
2019-8-21,169,171,167.5,169,176.48,171.75,167.02,13472,-34,722,0,249,200,340,1214,-58,,0
2019-8-22,169,169,166,168.5,176.46,171.5,166.54,13559,102,600,-122,402,243,350,1122,-92,,0
2019-8-23,168.5,168.5,167,168.5,176.03,171.13,166.22,13586,27,594,-6,124,228,318,1136,14,,0
2019-8-26,166,166,160,161,176.38,170.16,163.93,13182,-404,594,0,734,341,372,879,-257,,0
2019-8-27,162.5,164,160,160.5,177.13,169.44,161.75,13112,-55,498,-96,459,394,312,799,-80,,0
2019-8-28,161.5,163.5,161,162,177.49,169,160.51,13093,-19,498,0,142,372,286,818,19,,0
2019-8-29,163.5,163.5,162,162,177.62,168.5,159.38,13075,-18,498,0,167,325,284,809,-9,,0
2019-8-30,163.5,164,162.5,163,177.62,168.13,158.63,13067,-8,469,-29,106,322,275,820,11,,0
2019-9-2,163,166,163,165.5,176.65,167.59,158.54,13061,-6,439,-30,164,208,275,845,25,,0
2019-9-3,166,167,163,163.5,175.42,166.91,158.4,13077,6,380,-59,157,147,270,814,-31,,0
2019-9-4,162.5,164,162.5,163.5,174.21,166.28,158.35,13064,-13,380,0,100,139,256,824,10,,0
2019-9-5,163.5,166,161.5,165,172.92,165.78,158.64,12975,-89,320,-60,314,168,247,800,-24,,0
2019-9-6,165,165,162,162,171.74,165.16,158.57,12876,-101,263,-57,273,202,262,772,-28,,0
2019-9-9,162,163.5,161.5,162.5,170.88,164.69,158.49,12843,-33,228,-35,145,198,203,762,-10,,0
2019-9-10,162.5,162.5,160.5,160.5,170.1,164.13,158.15,12821,-22,228,0,106,188,167,738,-24,,0
2019-9-11,160.5,161.5,160.5,161,169.21,163.63,158.04,12822,1,228,0,84,184,162,733,-5,,0
2019-9-12,161,162.5,160.5,161,168.09,163.13,158.16,12795,-27,162,-66,189,159,164,713,-20,,0
2019-9-16,160,160,154,155.5,167.73,162.31,156.89,12447,-373,67,-95,842,273,237,472,-241,,0
2019-9-17,155,155,151.5,153,167.49,161.34,155.2,12456,-71,0,-76,386,321,260,446,-26,,0
2019-9-18,154,158,153,157.5,167.54,161.13,154.71,12521,65,0,-4,207,342,265,467,21,,0
2019-9-19,158.5,158.5,154.5,154.5,167.93,160.75,153.57,12552,15,0,0,152,355,270,438,-29,,0
2019-9-20,155,156,154.5,154.5,168.03,160.28,152.54,12553,1,0,0,60,329,244,437,-1,,0
2019-9-23,156.5,156.5,152.5,153,168.16,159.72,151.28,12568,15,0,-32,178,197,235,384,-53,,0
2019-9-24,154,154.5,153,153.5,167.89,159.13,150.36,12606,2,0,0,41,128,225,382,-2,,0
2019-9-25,154.5,154.5,152,152,167.03,158.28,149.54,12602,-4,0,0,102,107,224,345,-37,,0
2019-9-26,152.5,153.5,150.5,152,166.37,157.56,148.76,12485,-75,0,0,193,115,235,310,-35,,0
2019-9-27,152.5,153,150.5,151,165.56,156.78,148.01,12403,-36,285,0,132,129,229,287,-23,,0
2019-10-1,151,151,146,146.5,164.64,155.63,146.61,12319,-148,285,0,444,182,190,140,-147,,0
2019-10-2,146.5,149.5,141.5,149.5,163.67,154.84,146.01,12366,47,209,-76,512,277,202,101,-39,,0
2019-10-3,150,151,146,151,162.18,154.13,146.07,12275,23,209,0,181,292,200,103,2,,0
2019-10-4,152,152,149.5,150.5,161.02,153.5,145.98,12290,13,209,0,85,271,193,92,-11,,1
2019-10-7,151.5,154,151,154,159.52,153.06,146.6,12291,0,209,0,150,274,202,118,26,,1
2019-10-8,154.5,154.5,151,152,157.5,152.5,147.5,12333,35,209,0,172,220,201,101,-17,,1
2019-10-9,152,153.5,151.5,151.5,157.02,152.25,147.48,12385,52,209,0,190,156,216,93,-8,,1
2019-10-14,153.5,154.5,152,153,157.02,152.25,147.48,12431,46,209,0,207,161,227,83,-10,,1
2019-10-15,153,153,150.5,150.5,155.79,151.81,147.83,12452,21,209,0,128,169,220,43,-40,,1
2019-10-16,152,157.5,150.5,156.5,156.35,151.94,147.52,12490,33,208,-1,465,232,253,96,53,,0
2019-10-17,157,157,154.5,154.5,156.35,151.94,147.52,12495,5,209,0,179,234,227,61,-35,,0
2019-10-18,155.5,155.5,152,154.5,156.59,152.03,147.47,12584,74,209,0,334,263,209,40,-21,,0
2019-10-21,155.5,155.5,153,153.5,156.59,152.03,147.47,12586,2,209,0,108,243,202,36,-4,,0
2019-10-22,155,155,152.5,152.5,156.63,152.06,147.5,12543,-33,209,0,157,249,209,6,-30,,0
2019-10-23,153.5,153.5,148.5,150.5,156.6,151.97,147.34,12532,31,209,0,535,263,248,-168,-174,,0
2019-10-24,151.5,151.5,150,151.5,156.61,152,147.39,12605,73,209,0,137,254,244,-175,-7,,0
2019-10-25,152.5,152.5,149.5,150,156.03,152.22,148.41,12559,1,208,-1,88,205,234,-188,-13,,0
2019-10-28,151,151,147.5,148,156.26,152.13,147.99,12514,-46,208,0,213,226,234,-266,-78,,0
2019-10-29,149,152,148.5,149.5,156.32,152.03,147.74,12495,-19,208,0,246,244,246,-254,12,,0
2019-10-30,149.5,150,148,149,156.42,151.94,147.45,12438,-22,208,0,135,164,213,-262,-8,,0
2019-10-31,149,150,148,150,156.13,151.69,147.25,12438,-1,181,-27,215,179,217,-251,11,,1
2019-11-1,150,151,150,150,156.07,151.56,147.05,12450,-3,181,0,10398,2241,1223,-252,-1,,1
2019-11-4,151,154.5,150,154,156.38,151.72,147.06,12437,-14,181,0,503,2299,1263,-223,29,,1
2019-11-5,155,155.5,153,154.5,156.63,151.81,146.99,12390,-47,181,0,315,2313,1279,-163,60,,1
2019-11-6,154,155,152.5,154,156.91,152.03,147.15,12350,-40,181,0,276,2341,1253,-149,14,,1
2019-11-7,153.5,156,153.5,155.5,156.64,151.97,147.3,12337,11,181,0,334,2365,1272,-107,42,,0
2019-11-8,156,156.5,155,155,156.74,152,147.26,12336,-1,181,0,270,340,1291,-85,22,,0
2019-11-11,156.5,158.5,153.5,153.5,156.57,151.94,147.3,12280,-55,181,0,452,329,1314,-57,28,,0
2019-11-12,154,155.5,153,155,156.85,152.03,147.22,12292,2,181,0,188,304,1309,-63,-6,,1
2019-11-13,155,155,152,152.5,156.85,152.03,147.22,12280,-27,181,0,315,312,1327,-58,5,,1
2019-11-14,154,155.5,152,152,156.88,152.13,147.38,12259,-21,181,0,245,294,1330,-83,-25,,1
2019-11-15,152,152.5,149.5,150,156.89,152.03,147.18,12192,-67,181,0,260,292,316,-172,-89,,1
2019-11-18,150.5,151,149.5,150.5,156.87,152.06,147.26,12167,-26,181,0,150,232,281,-185,-13,,1
2019-11-19,151,151,149,149,156.74,152.13,147.51,12129,-38,181,0,129,220,262,-211,-26,,1
2019-11-20,149.5,149.5,148,149,156.79,152.09,147.4,12096,-45,181,0,127,182,247,-230,-19,,1
2019-11-21,150,150,148.5,150,156.71,152.16,147.6,12065,-31,181,0,59,145,220,-236,-6,,1
2019-11-22,150,150,149.5,150,156.71,152.16,147.6,12042,-23,181,0,65,106,199,-236,0,,1
2019-11-25,150,155.5,150,154.5,156.98,152.44,147.9,12086,34,181,0,421,160,196,-154,82,,1
2019-11-26,155.5,155.5,153.5,155.5,157.25,152.53,147.81,12187,101,181,0,258,186,203,-126,28,,1
2019-11-27,155.5,158,155.5,156.5,157.68,152.66,147.63,12206,19,181,0,243,209,196,-93,33,,1
2019-11-28,157,164.5,156,162,159.91,153.16,146.4,12239,45,181,0,677,333,239,95,188,,0
2019-11-29,163,163,158,158,160.38,153.31,146.24,12202,-37,181,0,372,394,250,73,-22,,0
2019-12-2,160,160.5,157.5,158,160.89,153.5,146.11,12192,-10,181,0,102,330,245,76,3,,0
2019-12-3,158,159.5,156.5,156.5,161.22,153.69,146.16,12181,-11,181,0,88,296,241,64,-12,,0
2019-12-4,156.5,156.5,154.5,155,161.22,153.69,146.16,12184,3,181,0,111,270,240,61,-3,,0
2019-12-5,156,157.5,155,157.5,161.72,154,146.28,12177,-7,181,0,69,148,241,54,-7,,0
2019-12-6,156.5,158,156.5,156.5,162.02,154.28,146.54,12164,-13,181,0,69,88,241,52,-2,,0
2019-12-9,156.5,158,156,157.5,162.3,154.75,147.2,12184,20,181,0,92,86,208,43,-9,,0
2019-12-10,156.5,157.5,156,156,162.33,155.09,147.85,12183,-1,181,0,46,77,187,44,1,,0
2019-12-11,156,156,153.5,156,162.06,155.53,149.01,12210,27,181,0,112,78,174,24,-20,,0
2019-12-12,157,157,154.5,154.5,161.5,155.88,150.25,12218,8,181,0,104,85,117,21,-3,,0
2019-12-13,155.5,156,153,153,161.06,156.06,151.06,12216,-2,151,-30,118,94,91,-3,-24,,0
2019-12-16,153.5,154.5,153,154,160.39,156.31,152.24,12232,16,151,0,103,97,91,-7,-4,,0
2019-12-17,154.5,155.5,154,154,160.42,156.28,152.14,12236,4,151,0,94,106,92,-13,-6,,0
2019-12-18,154,156.5,154,156,160.43,156.31,152.19,12257,21,151,0,94,103,90,-13,0,,0
2019-12-19,157,157,154,154,160.42,156.16,151.89,12208,-19,151,0,139,110,97,-26,-13,,0
2019-12-20,154,155.5,154,155,158.76,155.72,152.68,12202,-6,151,0,100,106,100,-16,10,,0
2019-12-23,155,155.5,153.5,153.5,158.41,155.44,152.46,12191,-11,151,0,72,100,98,-30,-14,,0
2019-12-24,154,154,151.5,151.5,158.26,155.03,151.8,12166,-25,151,0,191,119,113,-90,-60,,0
2019-12-25,151.5,153.5,151.5,153.5,158.06,154.84,151.63,12173,7,151,0,93,119,111,-91,-1,,0
2019-12-26,153.5,153.5,152,152,158.15,154.66,151.16,12169,-4,151,0,53,102,106,-99,-8,,0
2019-12-27,152,152,151,152,157.7,154.31,150.92,12118,-51,151,0,178,117,112,-173,-74,,0
2019-12-30,151.5,151.5,150.5,151,157.51,153.97,150.43,12086,-32,151,0,175,138,119,-222,-49,,0
2019-12-31,151,151,150,150.5,156.95,153.53,150.11,12082,-4,103,0,162,132,126,-286,-64,,0
2020-1-2,150.5,152,150.5,151.5,156.55,153.25,149.95,12105,28,103,0,99,133,126,-295,-9,,0
2020-1-3,152,152.5,151,151,156.08,152.94,149.8,12132,28,103,0,112,145,124,-300,-5,,0
2020-1-6,150.5,151.5,150,151,155.88,152.72,149.56,12123,-7,103,0,65,123,120,-298,2,,0
2020-1-7,151,152,150.5,150.5,155.9,152.56,149.23,12138,15,103,0,115,111,124,-289,9,,0
2020-1-8,151,151.5,149,151.5,155.69,152.41,149.12,12121,-18,103,0,137,106,119,-281,8,,0
2020-1-9,152,154,151.5,153,155.54,152.34,149.15,12098,-23,103,0,193,124,129,-260,21,,0
2020-1-10,154,154,149.5,150.5,154.69,152,149.31,12097,-1,103,0,144,131,138,-279,-19,,1
2020-1-13,152,152,150.5,151.5,154.34,151.84,149.35,12105,8,103,0,64,131,127,-279,0,,1
2020-1-14,151.5,153,151,153,153.72,151.72,149.72,12129,24,103,0,90,126,118,-265,14,,0
2020-1-15,153,153,151.5,152,153.41,151.63,149.84,12162,34,103,0,148,128,117,-274,-9,,0
2020-1-16,151.5,152,150.5,152,153.45,151.66,149.86,12186,24,103,0,76,104,114,-271,3,,0
2020-1-17,152,152,151,151.5,153.05,151.53,150.01,12188,2,103,0,39,83,107,-269,2,,0
2020-1-20,151,152.5,151,151.5,153,151.5,150,12136,6,103,0,84,87,109,-261,8,,0
2020-1-30,145,147.5,144.5,145,154.52,151.06,147.6,12114,-32,103,0,224,114,120,-268,-7,,0
2020-1-31,145.5,147,144,144.5,155.36,150.66,145.96,12079,-35,103,0,156,116,122,-299,-31,,0
2020-2-3,144,144,140,142.5,156.3,150.16,144.02,12066,-14,103,0,238,148,126,-300,-1,,0
2020-2-4,141,143.5,141,143,156.62,149.63,142.63,12078,12,83,-20,168,174,129,-342,-42,,0
2020-2-5,143.5,143.5,142,142.5,156.84,149.09,141.35,12124,46,63,-20,149,187,137,-354,-12,,0
2020-2-6,142,144.5,142,144,156.71,148.66,140.6,12158,34,42,-21,155,173,144,-386,-32,,1
2020-2-7,143.5,147,143,145,156.49,148.31,140.14,12143,-15,42,0,153,173,144,-361,25,,1
2020-2-10,144.5,145.5,142,145,156.06,147.91,139.76,12152,10,42,0,230,171,160,-354,7,,1
2020-2-11,144.5,146.5,144.5,146,155.22,147.47,139.72,12172,20,42,0,140,165,170,-344,10,,1
2020-2-12,146,150,146,148.5,154.96,147.34,139.73,12204,32,42,0,207,177,182,-326,18,,1
2020-2-13,148.5,151,148.5,150,154.69,147.25,139.81,12213,7,42,0,135,173,173,-313,13,,1
2020-2-14,150.5,150.5,149,149,153.9,147,140.1,12225,12,42,0,66,156,164,-317,-4,,1
2020-2-17,148.5,150.5,147.5,149.5,153.39,146.84,140.3,12236,11,42,0,121,134,152,-315,2,,1
2020-2-18,149.5,151,148.5,149,152.76,146.66,140.56,12240,3,42,0,205,147,156,-297,18,,1
2020-2-19,149.5,152.5,149.5,151,152.63,146.63,140.62,12289,49,42,0,165,138,158,-257,40,,1
2020-2-20,151,153.5,150.5,153,153.06,146.72,140.37,12342,53,42,0,215,154,164,-220,37,,1
